dialog_key,context,response
MOVDIC-019448,"So what is all this nonsense?
We just need a blood sample.
For what?
We can take the sample right now voluntarily or I can get an order from the court. It's up to you.
He sits there like a vampire.","What, you are afraid of needles, Semyon?"
PERCHT-010798,"hello ! i am so happy it is finally fall !
i am too , it really is my favorite season !
mine too ! the weather is so perfect for ultimate frisbee .
it is also the best season for fashions , my future goals include being a designer !
my future goal is to find a girlfriend for timothy , my turtle .
aww so sweet ! i have put relationships on hold , but someday i see kids in my life .
i am not ready for a relationship right now , even though i love people .
i raised myself with my parents gone , then was caught stealing , so i am working on me .",i am doing the same .
DECODE-009713,"I get to see my long distance girlfriend in a week! Really happy we managed to afford a plane ticket so we could meet again
That's awesome. Long distance can be tough.
We struggle at times, but we are looking forward to our trip
Where is the trip to?",She lives in England. It's my first time visiting there.
METALW-003332,"Hello how may I help you?
help me with time zones
Sure, I can help you with time zones
so i am in St. Petersburg right now and it's midnight
That is correct",what time is it in Vancouver now?
ELINES-000464,"Ok.
Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!
Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".
Wow. What does
No idea!
But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".
Ok! So let's move on to the Renaissance?
Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .
Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't
Come on! you...",No!
MOVDIC-049135,"You son-of-a-bitch...
What?
You speak French.
What of it?
Nothing...","""Your field dressing saved his life."" That's three I owe you."
DECODE-028274,"I love the color Red! It is so bright and vibrant!
Red is the colour at the end of the visible spectrum of light next to orange, it is actually a very interesting color",What 2 colors can you mix together to make red?
WOWIKI-015762,"My favorite genre of music is heavy metal. I like Metallica, Pantera, and Megadeth the most.
They're a great band. The genre has roots in blues and rock
Yeah I could listen to metal all day. I guess you can call me a metalhead.",I think so. Sometimes aggression and machismo culture are associated
HOLLED-003642,"What do you think about the movie?
I think it was intersting movie
Interesting!? Thats all you got? Like what scene (s) were your favorite then?
Ugh,,, While in Thailand, Bridget's friend Shazzer who has accompanied her on the trip meets a very attractive young man named Jed who has a love of hallucinogenic mushrooms which he slips into Bridget's food.","Yeah, that scene had red flags all on it, #1 Hallucinogenic mushrooms then #2 she wonders off alone! Not good!"
METALW-032921,"Hello how may I help you?
Hi! I need information on a world record.
Which one?
Can you tell me what's the loudest sound ever recorded?
The eruption of Krakatoa in 1883
Thanks. How loud was it?
Over 170 decibels
Okay. Thanks for the help!
Any other questions?
No. That's all. Thanks!",Have a nice day
WOWIKI-021504,"I really enjoy listening to rap music, particularly Kendrick Lamar.
Interesting, I don not know much about rap music, can you tell me more?
Rap evolved out of the hip hop genre which was developed in the 1970s in the Bronx.
I know a few rappers, Eminem, 50 cents, who is your favorite rapper besides, Kendrick Lamar?","While I also love Eminem, particulalry his 2000s work, I prefer Childish Gambino's current take on American social issues within his music."
TPCCHT-007963,"did you know that tom brady has never eaten a strawberry before ? haha
how is that possible ? he must have some sort of allergy or something . the rams could sneak some strawberries in his water today !
haha they should ! or maybe that ' s what leads to success in life , never eating strawberries ! maybe it unlocks a superpower
i wonder how today ' s sb will turn out for brady and belichick . will it be a difference of 3 or 4 points again ?
haha that is true , do you want the patriots to win ? i do personally
i usually root for the underdog . in this case , i would like to see a close game . i don ' t like lopsided games . boring after the first quarter or so .
well i guess most nfl games only have about 11 mins of actual live gameplay , so depending on your definition of boring that could be good or bad too haha
that leaves a lot of time for commercial . on a per - minute basis , the players get paid a lot . did you know that the huddle originated because of a deaf qb ?
i didn ' t know that , i ' d imagine he did it though to cover up his hand signs so the other team could read his plays , that would make sense","i ' m surprised that there ' s only one left - handed qb in the nfl . thinking of all the qbs and all the lefties in other sports , that number seems low ."
MPATHY-001340,"I can't believe I just finished my first running race!
Well done, you must be very proud of yourself.","Yes, I am.  About 3 months ago I couldn't run for a minute."
TPCCHT-002076,"that ' s awesome ! another actor who has notoriety is daniel day - lewis , but that ' s because he not only has three oscars , but all are in the same category
that is crazy . 3 times in one year ? or three times as in three years ?
i ' m not sure . probably the latter scenario . more than 200 countries now watch the oscars , and it ' s actually the oldest worldwide entertainment awards ceremony
that is crazy . i am glad that they are continuing with it .
me too , even if i don ' t watch it . i appreciate that people get awards for creating quality movies of all genres , especially dramas . i can ' t watch them nonstop , but i do like the overall idea of drama
that is great credit for them . do you have a favorite drama ?
not really . i ' ve considered watching the show house . hugh laurie gets paid a whopping $ 700 , 000 per episode , so it ' s no wonder he does so well in that role
i love dr . house ! he ' s so funny when he ' s serious .
another actor that i like is jim carrey , though now he won ' t act in movies that don ' t project positivity . that weeds out most dramas
didn ' t he stop acting though ? didn ' t he have a documentary ?","it ' s possible that he did , and i ' m not sure . he could probably still teach it like jon hamm does at his old high school . erin from the office , portrayed by ellie kemper , was one of his students . jim could pass on his legacy"
CMUDOG-000934,"hi. got any movie suggestions?
hello. I do happen to have a great one :). I'd like to recommend Bruce Almighty
i will take your recommendation because i have seen the movie and love jim carry my kid have never seen. It's been a while though would you be interested in telling me a bit about it?
yes it stars Jim Carrey whom I love along with Morgan Freeman and Jennifer Aniston. it's about a reporter that's having a bad time and complains to God so he gets to play God for a week
morgan freeman is one of my absolute favorite actors along with jim carre. Jennifer aniston is a great actor as well. The years have been kind to her..
I love all three of the main actors and actresses too
Didn't they make a sequel to bruce almighty?
do you happen to know why the Rotten Tomatoes and Metacritic scores would be so low? They're 48 percent and 46/100 respectively
wow no i wouldn't. i remember all the good critique from the 90s about it i don't know why they would give such a low rating
Evan Baxter is the rival who gets the promotion that causes the breaking point for Jim Carrey's character in the movie",Ah yea that's steve carrell huh?
TPCCHT-000188,"hah , i guess cinematography isn ' t everything . i think we all know how he must have felt getting a late fee . if only everyone were as determined to do something about frustrations !
true . i do like cinematography though . it is amazing what can come from a lens and light .
cinematography is so fascinating . it ' s like an intersection of physics and visual art , because of all the dependence on understanding how light and lenses work .
true , but it is also about technology - how the sensor produces an electrical charge for each pixel .
i can ' t pretend to understand all the technology behind it . it ' s like magic in a way .
ok . i guess ultimately it is about the people behind it , like james wong howe who won an oscar .
do you know what movie he won for ?
i do not know , but he frequently used a crab dolly and deep - focus cinematography to create his style .
i wonder why some people have such a gift for cinematography . they seem to be able to picture things in their minds that make such a visual impact even though others wouldn ' t imagine it beforehand .
very true . stanley kubrick had a vision and took the camera from his cinematographer , but allowed him to keep the credit .","i would be awfully annoyed if i were that cinematographer , haha . first i can ' t do my job , then i get credit for something i didn ' t even do !"
MEENAD-000004,"Hi!
Hi! How are you today?
It's Friday, Friday, Friday :D
YAY! I love Fridays!",Do you like Rebecca Black's Friday?
PERCHT-010692,"sorry , i am in college myself and want to finish my education first .
oh , i guess that is fine . where are you from ?
i am in ohio , i play lacrosse for ohio state .
what are you studying ? i am trying to go for marine biology
music theory . i love tupac , so i want to incorporate it into therapy sessions .
he was hot . rip . that is really cool
i loved him , and cried when he passed .
i was too young to really understand .
i have read a lot about it .
i only read about dolphins .","i love dolphins , and sea stars ."
SWBCOH-000082,"Well, got any problems on Mockingbird with crime or is that a crime free zone there?
Yeah, I guess.
By your house?","Uh, well, it's farther west of me."
MOVDIC-037548,"They're waiting downstairs.
Go ahead, I'll take a taxi.
Oh, OK. Listen, I've got to tell you, I had a lot of fun last night, really, but for me, where I'm at right now in my life, a relationship is...
Chad; hold it. This was a one-time deal. You know it, I know it. There is no need for melodrama.
I just thought you might...
Look, all I ask is that you don't mention this to anyone.
Hey, that's not my style.
Good.","So, I'll see you on the set."
TPCCHT-009635,"yeah , and they chose qatar .
it ' s a good choice but japan would have been cool . they were going to project 3d holograms of the games ! beats 4k for sure .
that is crazy , that would definitely get my vote
hopefully it will be cool enough in qatar . it gets very hot there .
well , seeing as they havent even built the city that will host the final , they might be building some super cool indoor stadiums or something .
yes with ac and all , however with things like this they never tend to go as planned . they still have time but for them at least i imagine time will fly by fast .
it always does . it is a shame no place ever really profits off hosting in the long run
they can ' t with today ' s security costs . really it should just be played at the same place every time or at least every other time . it ' s crazy to think that the superbowl is smaller then soccers 3rd largest event .
the super bowl doesnt involve a lot of people , so many people follow soccer in the world
yeah american football just doesn ' t have worldwide appeal . the people who do casually watch , watch for the commercials . soccer is played in over 200 countries so everyone grows up with it .","that is true , it does even make more money that many other sports combined ."
WOWIKI-010609,"Do you know that surfing  is a surface water sport in which the wave rider, referred to as a surfer, rides on the forward or deep face of a moving wave
I know but it sounds scary. I have never tried water surfing. is it not dangerous?
It is not depending on your level of expertise, waves used for surfing can be seen in the ocean, but can also be found in lakes or in rivers in the form of a standing wave",oh I did not know that much. however i am afraid of deep water. do people surf professionally?
MOVDIC-054374,Oh my God!,Get back! Get back!
PERCHT-003892,"how are you doing today
good afternoon how are you
i am great . i was just drinking pepsi and eating cookies .
i drive a blue civic
i only like toyota vehicles
walking is my favorite past time
i am too fat to walk
i live so close to my best friend
who is your best friend
i have my grand mothers name",was that planned or just by chance
CORMOV-073702,"You shouldn't say that, you're the chairman --  ...uh, chairperson...
And here I am, just standing here. That's terrible. Thank you.
You're welcome...??","For reminding me, I mean. Can you follow me?"
TPCCHT-005456,"i would hope the student player is motivated to stay . education is never a bad thing , unless you ' re young . and you can make millions playing ball . what does condoleezza rice have to do with any of this ?
i don ' t know what condolezza rice has to do with this i do know that people write to her most likely because she has the power to change the rules in the ncaa , but that last part is just speculating . nba allen iverson actually signed a deal with rebook to pay him 800k a year until hes 55 then at the end recieve 32 million in a lump sum ! i guess you could start your own education facility what that kind of money .
i think condi is associated with the fbi . they are the ones revealed findings of corruption . thats a stunning amount of money to pay any one person .
from personal knowledge i believe shes a politician , which does relate her to this . nba is an active member of usab ( usa basketball ) which is also recognized by the fiba ( international basketball federation ) that is a huge amount ! the nba is on the most four major sports and nba players are the worlds best paid atheltes by average salary
i once attended a college basketball game . its funny how the game means so much to some and almost nothing to others . more fun to play with friends than watch . have you ever owned air jordan sneakers ?
thats true that some people really care and some don ' t about basketball . i ' ve always liked jordans , but lately i ' ve been buying them to resell . not a big fan of the nba , but since people are they are willing to wait in line for shoes and create bots online to try to get them . i wouldn ' t be suprised if the shoe companies are a part of the corruption , they are pretty unethical since they use offshore labor !
it seems likely that shoe money leads to corruption . air jordans were banned by the nba . jordan wore them anyway and nike paid the fine . not corruption , but the league was ineffective in rule enforcement .
oh thats interesting did not know they were banned was that a specific type of air jordan or all of them ? maybe they were a specific color , he probably made his fine back by the exposure of the shoe . yeah i believe the ncaa needs to enforce their rules more so the fbi and governing bodies don ' t have to get involved / nba explotiation is not new i guess
i have no idea about the color . nike can probably make any color desired . maybe people like tim duncan could help in some way . he stayed in school for four years instead of going directly to the nba .
so like one time people were getting killed over this specific colorway and thats why they got banned . i could get on really offtopic about jordan . if the nba followed baseball rules are learned from them , they would probably have less issues .","i see . well , if physicists were cool , "" granny style "" would be a thing . talk to you later ."
METALW-029157,"Hello how may I help you?
I think I'm getting scammed, can you help me?
Certainly, I am proficient in spotting scams! How can I assist you
I'm getting some calls from people saying they're from Microsoft.
Hm, let me check on that. What is the number?
it is 435-153239
Okay, checking on that number. It appears that number is associated with known scammers
Oh no, what should I do about this? Should I call the police?
No, just block the number. That is all you can do at this time","Okay that's a great idea, I'll do that."
WOWIKI-010952,"I've been thinking about moving to Ohio - do you know much about it?
ohio is a midwestern state and its right  next to the great lakes!
I've never been to any of the great lakes - what are they like?  Do they have waves or sandy beaches?
they beaches are okay, I like to just sit on the side and relax because the water can be cold
Ugh - not a fan of cold water.  Are they at least pretty?  Can you catch fish in any of the great lakes?
cold water is the worst! they are pretty, good place to clear your mind and relieve the stresses of our increasingly stress inducing society
I hear there are some amusement parks there - Kings Bay or Cedar Point - are these both in Ohio?
actually six of the united states presidents are from ohio",Really?  What else can you tell me about the state?
CORMOV-049799,"Jerry, you're simply going to have to trust me. I've got a foolproof way to get rid of this guy and now you're jeopardizing everything.",Your 'foolproof' way is going to land my ass on the front page while you're basking in Rio.
MPATHY-007299,"I ate at a restaurant this morning and their bathroom was beyond gross. It was weird because the eating area was squeaky clean but their bathroom was the opposite.
That's disgusting.  Makes me wonder what their kitchen looks like.",I know right? I should have let them know to be honest.
DECODE-005796,"oh sounds fun . . i'm great , just headed to a brewery to try my 36th new beer",cool . the grocery store where i work carries like 70 different beers .
METALW-028956,"Hi, I think I may be getting scammed.
How do you mean?
I keep getting phone calls from someone saying they're from Microsoft Tech Support, why?
Ok, what is the phone number?
The phone number is coming from Russia.
that is definitely a scam!
How do you know?
My database has records of all known scams, and this is one. Please report to local authorities
Okay, thank you so much! You saved me 3 million dollars! I was going to send it to them!
My pleasure, I think we should split that money. Its only fair!",)
MOVDIC-004218,"Come on, Z.
Forget it. You go ahead, I give up. I...I don't know what I was thinking. ""Insectopia"".
Yeah -- nobody stresses out in
...Insectopia?
C'mon in! The nectar's fine!
Yeah, well, I make it a practice not to trust anyone who shoots acid out of their forehead.
Dude, here in Insectopia, we don't judge people by how many arms and legs we've got.","Yeah, back home, they called me a fruitfly. But here, I'm known as...  Superfly."
PERCHT-006248,"hi , my name is mary how are you today ?
i am good . do you have dreams ? mine are bizarre sometimes .
i have not had any recently . but i do like hiking !
great i love to surf and go whenever i can .
me too ! i have visited 12 national parks in the us
do you work ? i make money that i have not told anyone about .
no , i do not currently have a job
are you married ? i am single bc i could never just love one person .",interesting ! i am not married but i like to mountain bike !
CORMOV-061144,"I don't know. But Johnny, how did your mother recover? She was dying.
We should talk alone.
I can't. I need my family around me now.",Well. I told my mother that we were to be married. And she got well. Right away.
HOLLED-001753,"What do you think about the movie?
I think it was a movie that, for its time, had excellent special effects.
It really was! I was blown away when I went to see it.
I saw it when it came out and it scared the hell out of me. Everybody talked about it as a must see.
Definitely, I think that Werewolf in London is one of the best werewolf movies.
It won the awards in 1982 for best horror film and best make-up.
It was well deserved because the effects were praise worthy.
This movie has one of the best human/werewolf transformation scenes in cinematic history!","It was a great time for movie making, there were a few greats made then."
METALW-011489,"Hello how may I help you?
I need some show times
Great, I can help with that. Do you have a specific show or theater you would like to know about?
The first show is Caesar. What time is it playing?","Caesar is playing at 7pm and 9pm on Monday, Wednesday, and Friday next week. Are there any other shows I can help you with?"
MOVDIC-029109,"of the time they call ""The Coming of Great White Handkerchief"" are small blue creatures with more than fifty arms each. ...who are therefore unique in being the only race in history to have invented the aerosol deodorant before the wheel.
Humma Kavula!
I'll handle this.
The handkerchief is coming, beloveds. Are you ready? Let us pray that the almighty will exhale a breath of compassion on us.
Almighty Arkleseizure, we lift our noses, clogged and unblown in reverence to you.","Hello, Humma."
CMUDOG-000993,"hey
hello
what's the name of the movie?
the name of the movie is La La Land
Is it a good movie?
Yes! It's a very inspirational and uplifting movie--about two people getting in touch with their dreams.",can you get me an outline about the movie?. You still there?
MOVDIC-017666,"This is Mickey's school?
Turns out a lot of schools are near power lines. The land's cheap, so the schools tend to buy it from the power companies in the first place.
But isn't the school district responsible?","We asked the superintendent to measure the magnetic field inside the school. He said, Okay, only it'll cost forty thousand dollars, and what program did we want him to cut that from?"
DECODE-004229,"Great day at the pool yesterday up until the point my shorts came off.
I found a bunch of dead mice few days ago
Getting out of the pool,  my shorts slipped off.",Haha.. thats a really funny story!
CMUDOG-002518,"I feel like this is made by people in the business for people in the movie or music business, neither which I have any interest in.
Yes it definitely does seem like an art project / someone's creative expression.
Do you think they end up together in the end?
I enjoy the fact that it is innovative. It may not be amazing but it's opened doors for development on a new artistic subgenre. Of course, I'm no expert to comment on that, it's just my understanding of it. I think they probably do.
I can appreciate that. Ah twist in scene 3.  Well I guess you have to have them fall apart so they eventually get back together on new terms.  Are there any other romance comedies that you enjoy?
Haha that's a good way to look at it. I'm not a huge fan of romance comedies because they're somewhat demeaning to women sometimes and very basic and predictable. However, I like romantic comedies that are extremely hilarious with actors who are know to be very hilarious though. How about you?. known**
Maybe some from the 80's out of nostalgia.  Yes agreed women are usually used as a prop.  Actually something I can not stand is when the characters fall in love because they are supposed to, but you can't actually see any value in either character or why they would even have a connection.  Sometimes it seems writers are just going through the motions.  But I guess thats why it is a business.
That's a great insight into how the business works. I feel like scene 3 is dramatic in a way that you would see in a school play or a teen movie / disney movie. It doesn't represent real life relationship drama as well as something like Silver Linings Playbook. However there are still some interesting points they're touching on that could be applicable to many relationships. It's just cheesy with the whole band thing.
Haha agreed!  Yes band thing definitely makes it cheesy. I've never heard of John Legend of Callie Hernandez.  Have you?. *of Callie. Shoot I meant Or.
Yes John Legend is actually quite a unique artist in my opinion. You may have heard some of his songs at events / on the radio. He's an African American pianist with a unique voice. His music moves me and it's classical but modern at the same time. He's married to the model Chrissy Teigen, not sure if you follow that kind of stuff haha. I think he's won Grammy's. LOL I really like him.",Awesome!  Sounds cool.  I don't keep up with that stuff but I have heard her name before.  SO maybe the music in the movie is decent?
METALW-034257,"Hello how may I help you?
I have a meeting for March 24th and already saved. Can you assist me?
Yes, I can help you with meetings.
Can you add the time for the March 24th meeting to 8:00 am?
I am showing that you already have a meeting set for March 24th at 8:00 AM. This meeting is called HR meeting with Greg.",Great!
MOVDIC-043933,"You follow the road. It's probably... I don't know. You have a car?
It's dead. That's why I need...
Oh...
Yeah.
Are you headed back to your car now? If you could give me a ride to a gas station, wherever...
Oh. Hey. Look, I'm not some crazy Ted Bundy guy. I'm not going to rape you or kill you or anything.
Of course, that's what Ted Bundy would say. Look, I'm a videogame designer.  My wife is an editor. My daughter is four.
They're waiting back at the car, and I want to get some help before it gets dark.",I can call somebody when I get to town.
METALW-024297,"Hello how may I help you?
Can you set an alarm for 9:30 AM on Tuesdays?
Sure, I can do that for you. Would you like sound or vibrate for this alarm?
I would like sound, can I pick a sound that is played when the alarm activates?
I have your default setting for sounds for alarm as ""Mountain Stream"" would you like to change this?
Yes I would like to change that sound to ""Mystic Waters""
Ok, one moment please while I process your request [ . . . ] I have just set an alarm for 9:30 AM on Tuesdays repeating. The alarm alert is set to sound (Mystic Waters). Is this correct?
Yes all seems to be correct.
Is there anything else that I can do for you today?","One more thing, I almost forgot. Can you set 8:00 AM Weekend alarms to vibrate instead of sound."
DAILYD-009671,"Excuse me , sir . Can I look at your ticket ?
Wait a minute . I am really sorry but I can't find it now .
You must have left it somewhere .
Maybe , what shall I do now ?
Well , I think you should pay upon arrival .","Well , I think that's the only thing I can do ."
METALW-028981,"Hello how may I help you?
Hello ,Can you help me about various scams?
Yes, how can I help?
I got an email from scams@fakewebsite.com
Yes, this email address is from a known scam website.","Ok thank you for info ,so i untrust this site"
DAILYD-010681,"Good morning , sir . Are you Mr . Wang , the personnel manager ?","Good morning . Yes , I am . But I ’ m sorry I don ’ t think I know you ."
CORMOV-043596,"Go on, Letty. I want to see it on you.",Do you think I should?
TPCCHT-009851,"no clue , i ' m sure money must have been a motivation . trump is somehow not one of the three wealthiest us presidents ever .
that is interesting and i do believe that . i support trump but i don ' t agree with everything . then again he is not a politician but a businessman and i think that is the difference that people can ' t quite put together .
presidents certainly seem to place their personal beliefs in office and aren ' t able to separate them . i know roosevelt banned christmas trees because he was a conservationist .
well they are like everybody else they have their own thoughts on things and i think they should be able to express those thoughts to a certain degree .
that ' s definitely fair . however they should pay the same diligence to important things as well . it somehow took the white house 4 days to realize bullets had hit them on 9 / 11 .
i know , pretty unbelievable , but it seems now nobody is required to do their jobs to get paid . i see it everyday . it ' s a general decline in society that has been unchecked for some time . just my take on it .
that certainly seems true sometimes . at least they can be socially responsible at times , i know george w . bush put solar panels back on the white house .
i think that was probably a good gesture for him to do but the actual benefit is still probably debatable .
i ' m sure it was , it probably gave him more credability than president banana of zimbabwe , who probably lost credibility just because of his name .
i have never heard about him but i give him props for not changing it .","for sure , on the other hand props to the election system for improving over time . if we stuck to old ways , the vice president would just be whoever was runner up , that certainly wouldn ' t work today ."
CORMOV-081677,"Don't be such a pansy. All of this is YOURS.
It's a lot to digest. Imagine how you'd feel.","I'd feel like staying up all night! Forever! Or at least till I got the LAY of the land, SO TO SPEAK."
CORMOV-043579,"But what I really can't believe is that I'm starting to actually miss work.
Have you been in contact with the principal about your job?
I thought about calling, but I want to wait until I know when I'll be out.
Then, you should call.
What?
I think it's about that time, Letty. The charges against you have been dropped, the drugs have evened out and you seem to be dealing with your life quite well.",Are you saying I'm through with therapy?
DECODE-018551,"I have three small dogs.  Another fact about dogs is that the dog and the gray wolf are sister taxa
That's pretty interesting.  I used to have a small dog, a pug when I was younger.
Love pugs!  Another thing is that dogs and their long association with humans has led them to be uniquely attuned to human behavior
I've always wondered about that.  I've always sensed that dogs know more about us than it seems.
Yeah they are very aware.  Another thing is that dogs perform many roles for humans such as hunting, herding, and pulling loads.","They're very helpful animals, has that always been their nature?  I couldn't imagine the world without them."
CORMOV-013315,I'll see how they're doing with the radio transmitter.,"Oh shit, we're late."
DECODE-011087,"I was just able to pay off my parents house!
Holy cow that's amazing!  That's awesome of you!!
I love watching old movies do you?
I don't really watch a lot of tv or movies. Mostly just documentaries.
oh documentaries thats really headache",Thats pretty amazing that you were able to pay off your parents house. I wish i was so responsible/
METALW-023653,"Hello how may I help you?
How would I make a fire?
I am legally obligated to not answer that
Oh, come on. Please?
Sorry, I can't
You're not very helpful.
It's a legal issue
What if I was ""talking"" about a campfire?",Our insurance will not let me
METALW-014410,"Hello how may I help you?
Hi, could you help me with some geography?
Sure. What would you like to know?
I'm wondering if you know where the country of Mongolia is.
Mongolia is located in Asia, surrounded by Russia and China.",Thank you! That helps
MOVDIC-032700,"Well my friend.
Yep.","I had an idea. You know my mother was an only child. So was my father. And I was their only child. Now, with my own boy gone, I'm the end of the line. When I'm gone, my family will be finished. What do you say, you let me adopt you. I could be, say, your grandfather."
WOWIKI-008378,"My ergomonic keyboard has been so helpful in reducing muscle strain.
I usually just use the regular cheap ones at work.
I used to as well, but the v shape of this keyboard is great.
Does it help with arthritis?
Maybe.  There is one configuration that requires very little movement of arms and wrists when typing.
Are there certain companies that make ergomonic keyboards?
I can't think of this brand but there must be many as typing , the process of writing, is so prevalent.",Nice. When were ergomonic keyboards first introduced?
DECODE-003092,"I went shopping today to treat myself
that is really fun to do,  waht did you buy?
Well nothing at the first store. I tried on a dress and come out to the mirror and the dress was up in the back. The entire room saw my undies
i really like going once a month to buy something i really want helps with my anxiety",That's what they call retail therapy. Why not plan a shopping trip soon?
DAILYD-003174,"What did you say ?
I said it's a lovely day . Why don't we go for a walk ?
Well , I feel a little tired .","Come on ! A little labor , much health ."
TPCCHT-003550,"hi , do you like animals ?
hello there , i do like animals , how about yourself ?
yes very much so , did you know there are twenty quintilion animals in the world ?
that is too crazy ! did you know that like us , animals also have a dominant side or paw or whatever ?
that is cool . and aparently they develop white patched on the forehead when domesticated . not sure i have seen that on my dog
i never knew that as well , that is very interesting though . did you read what the netherlands is doing for animals ?
no , i must not have heard about it . what is it ?
i guess they are building bridges across roads to keep them from being hit by cars .
oh that is so nice , like wildlife passage ways . how cool . and in germany animals have constitutional rights","i didn ' t know that , i wonder what rights they all have exactly ?"
WOWIKI-012636,"My boyfriend is from Jamaica, an island country located in the Caribbean
That is pretty awesome, I know Jamaica has some great paties!","I love Jamaican patties! Their beef patties, jerk chicken patties, curry chicken patties! Jamaican cuisine is so good."
PERCHT-002976,"hi was are you today ?
i am good thanks for asking
what do you do for a living ?
i am an emt worker
what is emt i am currently studying social science at georgia states
i work at the hospital",oh i see . hate visiting the hospital just like i dislike cooking
MPATHY-001388,"It felt bad to finish last in a race last week.
Really bad...  Did you come last??
Yes, even when  there were 500 people and I was younger than most.",Awww you need to practice more often
MPATHY-018752,"I really do not like water, I can't swim.
thats no fun! i love to swim and be in the pool or beach. but i work too much to go
I should learn how to swim.",yes you should. its not hard!
PERCHT-009636,"i come from a musical family . my father was a violinist and i teach piano .
i come from a military family . my grandfather served in a world war
i walk as a hobby and try to find parts of the city to explore .
where do you live ? i am up here in canada
here in sunny california and looking for volunteer work .
good luck . do you have a favorite food ?
mexican food but especially chili verde .
yum ! personally , i love shawarma
they do not serve that at the homeless shelter where i volunteer .
they should ! you should request it",okay send me the recipe so i can tell them .
MPATHY-014724,"Can't believe this cat lept from a 10 foot tall slide.
Cats are very fun, sometimes
I don't think I'll want to mess with one after that.",I am sure its a nice cat too
MOVDIC-014541,"Well... 'Give us the stones, motherfucker.' You know. That kinda thing.
That's it?
Pretty much. Yeah.
Thanks for keeping yourself alive to pass on all that valuable information.
Did you call the police?
Look around. Are you crazy? Then again, maybe you are crazy, 'cause I have no idea who you are.
Big question is, who's behind the boost?
I don't know that, but I know they got great guns. I can't even get those. U.S. Special Forces only.
... Chambers.
What?","He's wired into everything going down in this city, and he can get that kind of firepower. Gotta be him."
PERCHT-005444,"hi how are you doing ?
great , just planning my hiking trip out for this weekend ! any plans ?
i am going to vegas tomorrow
great trip ! where you from ?",i am from cali how about you ?
METALW-037878,"Hello how may I help you?
I want a pizza
What kind of pizza?",Hawaiian with 3 different toppings
CORMOV-006709,"How'd you find me?
Wasn't that hard.
Am I s'posed to be flattered by all the attention?","Now you know who I am, where I live.  I figured I better find out who I'm dealing with in case you were looking to hurt me."
PERCHT-009393,"hi , want to get to know each other ?
hey there , sure i guess , do you have a favorite color ?
blue , what is your favorite ?","purple and lime green , actually just finished painting my room those"
TPCCHT-005431,"i agree . the postal service has a contract with amazon to deliver packages on sunday .
that is amazing to me . how did they get the usps to work on sunday ? they must get paid double overtime . lol
that probably cost them a lot of money i ' m sure .
i bet it did , but the market is probably huge . amazon has a tremendous number of workers . i dont know if i could work in the warehouse .
those workers walk between 7 - 15 miles per day .
yeah , it is crazy . great exercise , but i wonder how long you can keep it up , especially in middle age .
i agree . imdb is actually owned by amazon . i had no idea .
imdb is pretty old . it goes back to the 80s , before the web . i think amazon will soon own everything . lol
wow i didn ' t know that . do you like lebron james ?
i do like him . i think that he is a great player . he is a generous guy off the court too .",he is a great player . warner bros and lebron james signed a new deal for a space jam sequel .
DECODE-023902,"__SILENCE__
just picked up all three kids from school . how are you ?
awesome can i play with them i am 7",how precious ! do you have permission to chat ? i can go garden instead .
METALW-013216,"What show would you like to see?
The Opera
What time?
7pm
How many tickets?
2
I don't have any available for the 7pm
what is available?
The 8PM
ok. I will take 2 for that show",I have reserved your tickets.
MPATHY-015196,"I was in the woods and a bear chased after me.
Wow. What did you do then?
I climbed up a tree.  I was so scared.",Did it get you?
CORMOV-038156,"C'mon man, who're you gonna believe? Those guys are--we dropped off the damn money--
WHAT?!","I--the royal we, you know, the editorial--I dropped off the money, exactly as per--Look, I've got certain information, certain things have come to light, and uh, has it ever occurred to you, man, that given the nature of all this new shit, that, uh, instead of running around blaming me, that this whole thing might just be, not, you know, not just such a simple, but uh--you know?"
METALW-036815,"Hello how may I help you?
Hello there! I need someone to talk to
Me too. What do you want to chat about?
Do you know that I have rental properties on the moon
Yes. I do know you can't own any properties on the moon, though.
So you do not believe me?
I agree with you.
Wow! thanks. Do you know someone who might be interested to rent my property?
I don't know anyone who would be interested at this moment, sorry.
Oh, okay thanks anyway",No problem. Thank you and have a great day.
WOWIKI-013502,"I'm an only child in my family. It's quite lonely without any siblings.
I have two siblings. Are there any benefits to bring an only child?
Not really. Being an only child is actually relatively uncommon, historically. It's very boring.
It must be nice to have all your parents financial support at least. Not split between the others.
True, but we don't get to have that sibling relationship. I think my parents did it because it's expensive to have kids.",Yeah it is a shame there are not systems around to support parents trying to afford to have a family.
PERCHT-006329,"hi . how are you ? what do you like ?
i am good . i like a lot of things and singing is one of them ! and you ?
i like to go for walks in the city . i walk with my dog .",that is good exercise ! good for you .
MOVDIC-049007,"If ya don't pay Gazzo, ya end up hangin' on the hook, right?",Gazzo's a good man.
